,Teams and all,Median of Games,Mean of Games,Std of Games,Median of Games_starts,Mean of Games_starts,Std of Games_starts,Median of Minutes,Mean of Minutes,Std of Minutes,Median of Goals,Mean of Goals,Std of Goals,Median of Assists,Mean of Assists,Std of Assists,Median of Cards_yellow,Mean of Cards_yellow,Std of Cards_yellow,Median of Cards_red,Mean of Cards_red,Std of Cards_red,Median of Xg,Mean of Xg,Std of Xg,Median of Xg_assist,Mean of Xg_assist,Std of Xg_assist,Median of Progressive_carries,Mean of Progressive_carries,Std of Progressive_carries,Median of Progressive_passes,Mean of Progressive_passes,Std of Progressive_passes,Median of Progressive_passes_received,Mean of Progressive_passes_received,Std of Progressive_passes_received,Median of Goals_per90,Mean of Goals_per90,Std of Goals_per90,Median of Assists_per90,Mean of Assists_per90,Std of Assists_per90,Median of Xg_per90,Mean of Xg_per90,Std of Xg_per90,Median of Xg_assist_per90,Mean of Xg_assist_per90,Std of Xg_assist_per90,Median of Gk_goals_against_per90,Mean of Gk_goals_against_per90,Std of Gk_goals_against_per90,Median of Gk_save_pct,Mean of Gk_save_pct,Std of Gk_save_pct,Median of Gk_clean_sheet_pct,Mean of Gk_clean_sheet_pct,Std of Gk_clean_sheet_pct,Median of Gk_pens_save_pct,Mean of Gk_pens_save_pct,Std of Gk_pens_save_pct,Median of Shots_on_target_pct,Mean of Shots_on_target_pct,Std of Shots_on_target_pct,Median of Shots_per90,Mean of Shots_per90,Std of Shots_per90,Median of Goals_per_shot,Mean of Goals_per_shot,Std of Goals_per_shot,Median of Average_shot_distance,Mean of Average_shot_distance,Std of Average_shot_distance,Median of Passes_completed,Mean of Passes_completed,Std of Passes_completed,Median of Passes_pct,Mean of Passes_pct,Std of Passes_pct,Median of Passes_total_distance,Mean of Passes_total_distance,Std of Passes_total_distance,Median of Passes_pct_short,Mean of Passes_pct_short,Std of Passes_pct_short,Median of Passes_pct_medium,Mean of Passes_pct_medium,Std of Passes_pct_medium,Median of Passes_pct_long,Mean of Passes_pct_long,Std of Passes_pct_long,Median of Assisted_shots,Mean of Assisted_shots,Std of Assisted_shots,Median of Passes_into_final_third,Mean of Passes_into_final_third,Std of Passes_into_final_third,Median of Passes_into_penalty_area,Mean of Passes_into_penalty_area,Std of Passes_into_penalty_area,Median of Crosses_into_penalty_area,Mean of Crosses_into_penalty_area,Std of Crosses_into_penalty_area,Median of Progressive_passes.1,Mean of Progressive_passes.1,Std of Progressive_passes.1,Median of Sca,Mean of Sca,Std of Sca,Median of Sca_per90,Mean of Sca_per90,Std of Sca_per90,Median of Gca,Mean of Gca,Std of Gca,Median of Gca_per90,Mean of Gca_per90,Std of Gca_per90,Median of Tackles,Mean of Tackles,Std of Tackles,Median of Tackles_won,Mean of Tackles_won,Std of Tackles_won,Median of Challenge_tackles,Mean of Challenge_tackles,Std of Challenge_tackles,Median of Challenges_lost,Mean of Challenges_lost,Std of Challenges_lost,Median of Blocks,Mean of Blocks,Std of Blocks,Median of Blocked_shots,Mean of Blocked_shots,Std of Blocked_shots,Median of Blocked_passes,Mean of Blocked_passes,Std of Blocked_passes,Median of Interceptions,Mean of Interceptions,Std of Interceptions,Median of Touches,Mean of Touches,Std of Touches,Median of Touches_def_pen_area,Mean of Touches_def_pen_area,Std of Touches_def_pen_area,Median of Touches_def_3rd,Mean of Touches_def_3rd,Std of Touches_def_3rd,Median of Touches_mid_3rd,Mean of Touches_mid_3rd,Std of Touches_mid_3rd,Median of Touches_att_3rd,Mean of Touches_att_3rd,Std of Touches_att_3rd,Median of Touches_att_pen_area,Mean of Touches_att_pen_area,Std of Touches_att_pen_area,Median of Take_ons,Mean of Take_ons,Std of Take_ons,Median of Take_ons_won_pct,Mean of Take_ons_won_pct,Std of Take_ons_won_pct,Median of Take_ons_tackled_pct,Mean of Take_ons_tackled_pct,Std of Take_ons_tackled_pct,Median of Carries,Mean of Carries,Std of Carries,Median of Carries_progressive_distance,Mean of Carries_progressive_distance,Std of Carries_progressive_distance,Median of Progressive_carries.1,Mean of Progressive_carries.1,Std of Progressive_carries.1,Median of Carries_into_final_third,Mean of Carries_into_final_third,Std of Carries_into_final_third,Median of Carries_into_penalty_area,Mean of Carries_into_penalty_area,Std of Carries_into_penalty_area,Median of Miscontrols,Mean of Miscontrols,Std of Miscontrols,Median of Dispossessed,Mean of Dispossessed,Std of Dispossessed,Median of Passes_received,Mean of Passes_received,Std of Passes_received,Median of Progressive_passes_received.1,Mean of Progressive_passes_received.1,Std of Progressive_passes_received.1,Median of Fouls,Mean of Fouls,Std of Fouls,Median of Fouled,Mean of Fouled,Std of Fouled,Median of Offsides,Mean of Offsides,Std of Offsides,Median of Crosses,Mean of Crosses,Std of Crosses,Median of Ball_recoveries,Mean of Ball_recoveries,Std of Ball_recoveries,Median of Aerials_won,Mean of Aerials_won,Std of Aerials_won,Median of Aerials_lost,Mean of Aerials_lost,Std of Aerials_lost,Median of Aerials_won_pct,Mean of Aerials_won_pct,Std of Aerials_won_pct
0,All,23.0,21.31416837782341,9.916828221341266,15.0,15.640657084188911,10.930581085172602,1358.0,1402.546201232033,925.1878873916803,1.0,2.0369609856262834,3.566918965998159,1.0,1.517453798767967,2.229433504375735,2.0,2.9876796714579057,2.6238562383884396,0.0,0.09034907597535935,0.30773512425756555,0.9,2.059548254620123,3.134007381076504,0.9,1.5234086242299794,1.8993030678073102,15.0,26.570841889117045,31.174845627637808,39.0,52.40041067761807,50.61817286014292,25.0,51.73511293634497,64.96974334683078,0.03,0.1199794661190965,0.18298114204180788,0.04,0.08981519507186858,0.12314703453316982,0.07,0.1329158110882957,0.16037289076106,0.07,0.09644763860369611,0.10074980638795634,1.4849999999999999,1.6895,0.7398993348023944,68.15,66.2825,9.691203717143681,,,,0.0,17.848148148148148,29.401613906125977,30.0,29.68819444444444,19.892802613114398,0.86,1.2075564681724844,1.090623516492559,0.06,0.07905092592592594,0.10018672682126727,16.3,16.706944444444442,5.078588685029454,454.0,564.0554414784394,466.2360127163738,80.2,79.28151950718687,8.271863867516538,7576.0,9696.59342915811,8445.04297823989,89.9,88.79322381930186,6.742086908509902,85.8,84.09733059548255,10.102117136392517,53.7,54.16569646569647,15.706234430399764,8.0,13.858316221765914,15.566743583711803,29.0,43.95687885010267,45.56937673030182,7.0,11.813141683778234,14.602834995429918,1.0,2.811088295687885,4.36800472459461,39.0,52.394250513347025,50.62425742790124,21.0,32.437371663244356,32.62203551754679,1.8,2.0838398357289525,1.4369793703878067,2.0,3.5544147843942504,4.261587449403893,0.16,0.21453798767967147,0.22207250070737672,17.0,25.05133470225873,22.868550683303525,10.0,14.969199178644764,14.020747265538828,8.0,11.632443531827516,11.195531827731784,8.0,11.19917864476386,10.504523782643322,12.0,15.535934291581109,13.864209269278224,2.0,5.252566735112937,7.401191969897131,8.0,10.283367556468173,9.491266862801854,7.0,11.363449691991786,11.865386028528654,764.0,852.2053388090349,630.972091929971,32.0,96.50308008213553,178.64985033135457,161.0,282.55852156057495,312.2710917406611,281.0,362.3223819301848,320.452934295883,143.0,215.71047227926078,212.53504274890423,21.0,35.17659137577002,41.6974901580025,14.0,25.811088295687885,31.700327143331588,45.1,46.69820627802691,22.467613573690453,43.8,42.167040358744394,21.397108147213167,406.0,478.06776180698154,363.99856069634825,1044.0,1327.4866529774126,1111.4466101474789,15.0,26.566735112936346,31.178220645360128,13.0,17.831622176591377,18.509045337274557,2.0,8.268993839835728,14.54210304322298,13.0,19.365503080082135,19.708625487968217,8.0,13.390143737166325,14.95341687764859,493.0,558.1108829568789,426.9488313042904,25.0,51.724845995893226,64.97722186143498,12.0,15.745379876796715,13.990474942058539,10.0,15.26694045174538,14.935065054827179,1.0,2.410677618069815,4.017929076855132,9.0,24.899383983572896,36.34913207921097,46.0,59.10266940451746,46.93123562866506,10.0,18.468172484599588,21.59919488066214,13.0,18.40041067761807,18.68577724998174,50.0,48.937083333333334,21.538296228321503
1,Arsenal,23.5,23.272727272727273,8.066283844803321,16.5,17.5,10.39574088612392,1478.5,1564.4545454545455,902.9764921937589,2.0,2.8181818181818183,2.8053751745764544,1.5,2.3181818181818183,2.7496556258204516,2.5,2.909090909090909,1.9738550848793073,0.0,0.22727272727272727,0.5284134548067253,1.65,2.5636363636363635,2.6409856483527503,0.9,1.9318181818181819,2.1877116471514824,23.0,35.31818181818182,32.69685635629847,56.5,77.0,62.4431169717116,52.0,75.95454545454545,77.48823399024144,0.10500000000000001,0.16272727272727275,0.16406101705163637,0.10500000000000001,0.13727272727272727,0.14998989864977472,0.1,0.1527272727272727,0.14166297423250107,0.09,0.11954545454545454,0.11712741424974416,0.89,0.89,,74.1,74.1,,,,,0.0,0.0,,30.9,27.861904761904764,16.67769397100439,1.08,1.3550000000000002,1.0241268057646544,0.14,0.13714285714285715,0.1296974501346444,15.0,14.642857142857142,4.969262664477641,468.5,717.6818181818181,560.3350516698649,82.95,82.32272727272726,6.265698898286025,7398.0,11757.954545454546,9938.890938785555,91.75,90.88636363636364,4.674683126979019,86.3,84.95454545454544,7.859463647805034,53.349999999999994,55.31818181818183,9.762495600322715,10.0,17.5,17.781076082922166,40.5,58.09090909090909,52.91854395551993,9.0,18.272727272727273,18.49371017447056,1.5,3.0,3.625307868699863,56.5,77.0,62.4431169717116,25.0,39.86363636363637,34.142970348849616,2.24,2.45,1.403560099312086,3.0,5.0,5.597618541248888,0.24,0.2922727272727273,0.2994746482343121,19.5,24.636363636363637,20.726209435778593,12.0,14.681818181818182,12.635499363137344,8.5,10.727272727272727,9.371597506660207,11.0,10.636363636363637,7.575307345928704,10.0,13.681818181818182,11.167070484395772,1.5,4.409090909090909,6.835893301495952,7.5,9.272727272727273,7.88719165532271,6.0,9.636363636363637,8.866982385421583,771.5,1008.9545454545455,673.6841479275218,25.0,75.81818181818181,170.01334299559198,125.0,254.45454545454547,337.02631341000057,296.0,439.0,390.8871472749672,225.0,323.09090909090907,237.02399096794466,38.5,53.77272727272727,50.36148549019599,23.5,30.59090909090909,29.146034755886465,44.65,49.26818181818181,22.443248775175476,36.4,37.404545454545456,18.05748696518526,427.0,593.2727272727273,410.16003634100605,1358.0,1677.6363636363637,1143.7038638295003,23.0,35.31818181818182,32.69685635629847,19.5,21.954545454545453,18.367873798531715,4.5,12.136363636363637,15.458994775874642,15.5,20.136363636363637,15.94423452908965,13.5,15.863636363636363,13.523508471742138,552.0,710.8636363636364,492.2018841950879,52.0,75.95454545454545,77.48823399024144,14.0,16.954545454545453,11.273556386210767,17.0,17.045454545454547,12.40382918114315,2.0,3.5454545454545454,3.6868785704269667,11.0,32.18181818181818,42.69006393110179,49.5,59.68181818181818,41.36755844589926,10.5,19.90909090909091,19.786741811504783,15.5,19.363636363636363,17.646112358966818,51.15,47.82727272727272,19.014685598196685
2,Aston Villa,22.0,20.23076923076923,10.277383683828068,12.5,14.538461538461538,11.731089529044672,1094.5,1298.7692307692307,949.5864913821092,1.0,2.0384615384615383,3.376160769048408,0.0,1.6153846153846154,2.450745569444908,2.0,2.3846153846153846,2.3164960276576876,0.0,0.038461538461538464,0.19611613513818402,0.8500000000000001,2.080769230769231,3.0502484135911594,0.55,1.5153846153846153,2.062753947070238,19.0,24.96153846153846,24.171852670791733,34.5,46.80769230769231,49.04611644627471,25.5,46.26923076923077,53.14700946793352,0.045,0.18307692307692308,0.2873432683153615,0.0,0.09192307692307693,0.11610406472709664,0.08,0.20230769230769233,0.2538079225289501,0.05,0.09192307692307694,0.10751815589077895,1.6800000000000002,1.6800000000000002,0.4525483399593903,61.150000000000006,61.150000000000006,7.848885271170679,,,,50.0,50.0,,29.4,31.54782608695652,20.748688229406376,1.09,1.518076923076923,1.4800405919589348,0.06,0.0808695652173913,0.08010862191017785,16.7,16.813043478260866,4.650738391796813,504.5,517.0,432.4493033871138,81.94999999999999,81.33461538461538,7.210766522787564,7476.5,8879.76923076923,8081.801582853626,91.45,90.22692307692309,5.384240536403083,86.45,86.3423076923077,8.003158030523856,53.9,54.06153846153846,15.76160085582875,8.5,12.884615384615385,15.235030483925978,24.0,40.34615384615385,47.88648436266108,8.0,11.076923076923077,12.98282889642493,0.0,2.0,3.8052595180880897,34.5,46.80769230769231,49.04611644627471,22.5,30.307692307692307,30.44702840116813,1.93,2.1550000000000002,1.4223002495957033,2.5,3.6923076923076925,3.90660190722557,0.195,0.2488461538461538,0.2073707196896789,12.0,22.307692307692307,21.067072375191064,6.5,12.884615384615385,12.829113525343589,6.5,10.76923076923077,11.829818907515676,6.0,8.346153846153847,8.428249202259305,11.0,11.346153846153847,9.324987110735576,3.0,3.8461538461538463,4.388095784663846,6.0,7.5,6.543699259593154,6.0,8.384615384615385,8.62126173168138,700.0,758.5384615384615,579.5247177312962,32.0,92.26923076923077,198.06757588102255,147.0,255.6153846153846,307.9181809407268,262.0,323.53846153846155,306.9629594292094,120.0,186.92307692307693,172.44637962611407,22.0,33.19230769230769,38.54661513624171,17.5,25.0,31.157663583779833,47.4,50.592,25.314865856514693,38.9,38.284,23.61016165411269,424.0,428.84615384615387,321.03005370933016,1141.5,1238.576923076923,950.1460592172942,19.0,24.96153846153846,24.171852670791733,13.5,15.384615384615385,13.401722047787509,2.0,7.384615384615385,10.947426813920877,10.0,17.692307692307693,22.214894518352736,8.5,13.692307692307692,15.622469025782655,494.0,507.34615384615387,390.28112353099453,25.5,46.26923076923077,53.14700946793352,8.5,14.0,13.908270920570969,10.0,17.26923076923077,18.22428641633508,0.5,1.8461538461538463,2.9757998278420232,6.0,21.307692307692307,35.206555333652545,40.0,48.96153846153846,37.39356176587704,9.5,13.076923076923077,12.36098079255227,10.0,14.5,14.238679714074618,50.0,41.315999999999995,23.306913852617498
3,Bournemouth,26.0,22.217391304347824,10.180000543575312,17.0,16.695652173913043,11.632379505691295,1670.0,1494.608695652174,1004.3940615266698,1.0,2.347826086956522,3.587968476249654,1.0,1.6956521739130435,2.0545909260769615,3.0,3.869565217391304,3.0793202884297664,0.0,0.08695652173913043,0.2881040655200304,1.1,2.682608695652174,3.577156333015101,1.1,1.808695652173913,1.874206024252369,19.0,29.869565217391305,34.65322279099553,43.0,58.47826086956522,52.052307227893714,31.0,57.65217391304348,71.61171101258647,0.03,0.13521739130434784,0.18007244918788032,0.04,0.10043478260869568,0.11451392376116482,0.08,0.18086956521739128,0.20232541393144277,0.1,0.1282608695652174,0.14858888291686634,1.0,1.0833333333333333,0.14433756729740646,80.0,80.0,4.599999999999994,,,,0.0,0.0,,29.7,25.02,16.673035274453117,1.21,1.5778260869565217,1.581765286926256,0.065,0.06000000000000001,0.056661506472996934,16.450000000000003,15.804999999999998,4.375948017587912,436.0,504.7826086956522,408.761205742617,74.3,73.93043478260869,6.575673818401267,7088.0,9147.95652173913,7897.391724074364,88.0,86.84347826086957,7.08993050914506,78.3,81.62173913043478,10.801807783116638,47.8,46.660869565217396,17.887546178847316,11.0,17.782608695652176,16.55831711293899,37.0,48.21739130434783,47.72549968473984,7.0,13.217391304347826,13.869379358661526,2.0,4.043478260869565,5.530726245831021,43.0,58.47826086956522,52.052307227893714,28.0,40.78260869565217,36.34550931588152,2.35,2.5721739130434784,1.868110266654366,2.0,3.9565217391304346,4.193916165867423,0.21,0.22826086956521738,0.20687396632893185,21.0,27.956521739130434,23.433616608449036,10.0,16.130434782608695,14.50800515021742,10.0,12.043478260869565,11.679345641965817,13.0,13.565217391304348,10.710343712999732,16.0,18.82608695652174,16.694180188733828,3.0,5.739130434782608,7.2627154407372,8.0,13.08695652173913,12.641608943478749,10.0,14.391304347826088,15.622650020911603,783.0,852.4782608695652,626.5489801331807,44.0,90.26086956521739,153.4657845761495,159.0,257.30434782608694,280.4485748975297,316.0,365.95652173913044,322.8818357261635,133.0,239.7391304347826,238.20430829462043,19.0,39.52173913043478,48.082192474985796,16.0,27.08695652173913,32.48623910558587,41.150000000000006,43.230000000000004,19.226492139753418,45.099999999999994,42.83,19.17059425814772,483.0,458.3478260869565,342.4985213897284,1183.0,1442.0869565217392,1300.3993062637435,19.0,29.869565217391305,34.65322279099553,17.0,21.08695652173913,20.42706102537483,1.0,9.08695652173913,16.02813731444646,18.0,23.52173913043478,21.605701194607686,8.0,14.08695652173913,17.22290505396879,435.0,499.69565217391306,370.4772640285168,31.0,57.65217391304348,71.61171101258647,16.0,20.52173913043478,17.98451244118215,10.0,15.608695652173912,13.894862132309528,0.0,2.739130434782609,5.074153680479389,10.0,32.95652173913044,41.37245269375787,59.0,73.21739130434783,57.25378631523709,20.0,23.17391304347826,21.295864246188618,22.0,24.608695652173914,20.979945251758842,47.0,50.181818181818194,18.400145868045936
4,Brentford,28.0,23.523809523809526,11.382526290850585,21.0,18.333333333333332,13.297869503545796,1913.0,1638.095238095238,1122.0364479267998,0.0,2.9047619047619047,5.539898572219188,2.0,1.9523809523809523,2.438774087040259,2.0,2.5238095238095237,1.8873009198071093,0.0,0.047619047619047616,0.21821789023599242,0.8,2.6095238095238096,4.196773136816518,1.2,1.8952380952380952,2.2310258157350376,12.0,25.857142857142858,32.37635821751068,52.0,58.285714285714285,54.494167446748705,27.0,57.57142857142857,77.18003072594065,0.0,0.11571428571428573,0.194642529488584,0.09,0.09857142857142859,0.10412904082366813,0.06,0.12095238095238095,0.16080748620337185,0.08,0.10428571428571429,0.08941875801930088,1.385,1.385,0.2050609665440988,61.55,61.55,16.334166645409244,,,,0.0,0.0,,34.8,30.88888888888889,17.79801340166232,0.63,0.8842857142857143,0.7881406690976646,0.05,0.07833333333333334,0.08672132514724461,15.3,15.93333333333333,4.311680442158732,489.0,582.2380952380952,445.7851393622161,77.3,76.69047619047619,7.844291221130483,7626.0,10679.142857142857,9438.228193287734,87.7,86.79523809523809,7.669255256573235,79.9,82.28571428571429,9.731355800415773,55.0,54.842857142857135,13.492574677524352,9.0,14.523809523809524,17.537442936811075,42.0,48.095238095238095,40.91931666328845,7.0,14.0,18.700267377767624,2.0,3.9047619047619047,5.271667306505238,52.0,58.285714285714285,54.494167446748705,21.0,34.095238095238095,35.68880043081409,1.72,1.874761904761905,1.1583161012764136,2.0,5.0,5.822370651203855,0.2,0.27904761904761904,0.2717150117660922,25.0,27.523809523809526,22.234250712850763,17.0,16.523809523809526,12.890380318745631,12.0,13.619047619047619,11.177997094632788,11.0,11.857142857142858,10.518011762142663,17.0,21.19047619047619,19.307042879786245,4.0,8.714285714285714,12.942730999069928,13.0,12.476190476190476,10.385658609924782,8.0,12.761904761904763,12.3000193573212,804.0,937.047619047619,669.6892171888745,52.0,145.57142857142858,290.90867491853373,232.0,366.4761904761905,421.0808258574141,348.0,349.04761904761904,279.64378702028694,160.0,230.04761904761904,234.92093908174215,24.0,43.0,47.19110085598767,13.0,27.333333333333332,33.910666955005965,46.5,48.76315789473684,19.880090837214663,42.1,42.09473684210526,16.47629521748039,410.0,493.6666666666667,361.55391483613244,1204.0,1371.5714285714287,1143.6432822969134,12.0,25.857142857142858,32.37635821751068,11.0,15.952380952380953,18.81615314158606,1.0,9.19047619047619,17.531739923975167,14.0,23.285714285714285,26.448332380592277,8.0,12.571428571428571,13.544635205761095,497.0,573.5238095238095,410.8683023850366,27.0,57.57142857142857,77.18003072594065,12.0,13.333333333333334,10.82281540696936,10.0,15.047619047619047,14.579012965479489,1.0,2.9523809523809526,4.477456761111049,14.0,29.523809523809526,45.98545318643609,50.0,71.0,55.45087916345421,12.0,27.523809523809526,31.921182696790936,14.0,23.952380952380953,23.96137765337417,55.5,54.88571428571429,19.609826254056554
